package_name,repo_url,changelog_file,migration_file,readme_breaking_file,breaking_change_in_releases,other_files,event_exist,reason,external,ext
del,https://github.com/sindresorhus/del,,,,TRUE,,,,,
web-vitals,https://github.com/GoogleChrome/web-vitals,CHANGELOG.md,docs/upgrading-to-v5.md,,FALSE,,TRUE,,,https://web.dev/vitals
stylelint,https://github.com/stylelint/stylelint,CHANGELOG.md,migration-guide/*.md,,TRUE,,TRUE,,,https://stylelint.io
cz-conventional-changelog,https://github.com/commitizen/cz-conventional-changelog,,,,TRUE,,TRUE,,,
jsonwebtoken,https://github.com/auth0/node-jsonwebtoken,CHANGELOG.md,,,FALSE,,TRUE,,,
terser-webpack-plugin,https://github.com/webpack-contrib/terser-webpack-plugin,CHANGELOG.md,,,TRUE,,TRUE,,,
release-it,https://github.com/release-it/release-it,CHANGELOG.md,,,TRUE,,,,,
sinon-chai,https://github.com/chaijs/sinon-chai,CHANGELOG.md,,,FALSE,,,,,
supertest,https://github.com/ladjs/supertest,,,,TRUE,,,,,
undici,https://github.com/nodejs/undici,,,,TRUE,,TRUE,,,https://nodejs.github.io/undici
uglifyjs-webpack-plugin,https://github.com/webpack-contrib/uglifyjs-webpack-plugin,CHANGELOG.md,,,TRUE,,TRUE,,,
bootstrap,https://github.com/twbs/bootstrap,,,,TRUE,,TRUE,,,https://getbootstrap.com
webpack-bundle-analyzer,https://github.com/webpack-contrib/webpack-bundle-analyzer,CHANGELOG.md,.npm-upgrade.json,,FALSE,,TRUE,,,
optimize-css-assets-webpack-plugin,https://github.com/NMFR/optimize-css-assets-webpack-plugin,,,,FALSE,,,no,,
js-yaml,https://github.com/nodeca/js-yaml,CHANGELOG.md,migrate*.md,,FALSE,,,,,http://nodeca.github.io/js-yaml/
standard-version,https://github.com/conventional-changelog/standard-version,CHANGELOG.md,,,TRUE,,TRUE,,,
gulp-uglify,https://github.com/terinjokes/gulp-uglify,CHANGELOG.md,,,TRUE,,,,,
@eslint/js,https://github.com/eslint/eslint,CHANGELOG.md,,,TRUE,,TRUE,,,https://eslint.org
commitizen,https://github.com/commitizen/cz-cli,,,,TRUE,,TRUE,,,http://commitizen.github.io/cz-cli/
ws,https://github.com/websockets/ws,,,,TRUE,,TRUE,,,
react-native,https://github.com/facebook/react-native,CHANGELOG*.md,,,TRUE,,TRUE,,,https://reactnative.dev
grunt-contrib-jshint,https://github.com/gruntjs/grunt-contrib-jshint,CHANGELOG,,,FALSE,,,,,http://gruntjs.com/
@rollup/plugin-json,https://github.com/rollup/plugins,packages/json/CHANGELOG.md,,,FALSE,,TRUE,,,
winston,https://github.com/winstonjs/winston,CHANGELOG.md,UPGRADE-3.0.md,,TRUE,,TRUE,,,http://github.com/winstonjs/winston
body-parser,https://github.com/expressjs/body-parser,,,,TRUE,HISTORY.md,TRUE,,,
karma-mocha,https://github.com/karma-runner/karma-mocha,CHANGELOG.md,,,TRUE,,,,,
del-cli,https://github.com/sindresorhus/del-cli,,,,TRUE,,,,,
babel-plugin-inline-react-svg,https://github.com/kesne/babel-plugin-inline-react-svg,CHANGELOG.md,,,FALSE,,,,,
eslint-plugin-flowtype,https://github.com/gajus/eslint-plugin-flowtype,,,,TRUE,,,,,
karma-coverage,https://github.com/karma-runner/karma-coverage,CHANGELOG.md,,,TRUE,,,,,
jshint,https://github.com/jshint/jshint,CHANGELOG.md,,,TRUE,,TRUE,,,http://jshint.com
random-words,https://github.com/apostrophecms/random-words,CHANGELOG.md,,,FALSE,,,,,
execa,https://github.com/sindresorhus/execa,,,,TRUE,,TRUE,,,
codecov,https://github.com/codecov/codecov-node,CHANGELOG.md,,,TRUE,,,,,https://codecov.io
dayjs,https://github.com/iamkun/dayjs,,,,FALSE,,TRUE,only one,,https://day.js.org
babel-plugin-add-module-exports,https://github.com/59naga/babel-plugin-add-module-exports,,,,TRUE,,,,,
gulp-util,https://github.com/gulpjs/gulp-util,,,,FALSE,,,,,
karma-webpack,https://github.com/webpack-contrib/karma-webpack,CHANGELOG.md,,,TRUE,,TRUE,,,
through2,https://github.com/rvagg/through2,,,,FALSE,,,no,,
chai-as-promised,https://github.com/chaijs/chai-as-promised,,,,TRUE,,,,,
@emotion/styled,https://github.com/emotion-js/emotion,packages/styled/CHANGELOG.md,,,TRUE,,TRUE,,,https://emotion.sh/
gulp-babel,https://github.com/babel/gulp-babel,CHANGELOG.md,,,TRUE,,,,,https://babeljs.io
qs,https://github.com/ljharb/qs,CHANGELOG.md,,,FALSE,,TRUE,,,
vuex,https://github.com/vuejs/vuex,CHANGELOG.md,docs/guide/migrating*.md,,TRUE,,TRUE,,,https://vuex.vuejs.org
rollup-plugin-uglify,https://github.com/TrySound/rollup-plugin-uglify,,,,FALSE,,,no,,
gulp-sourcemaps,https://github.com/gulp-sourcemaps/gulp-sourcemaps,,,,FALSE,,,no,,
npm,https://github.com/npm/cli,CHANGELOG.md,,,TRUE,,TRUE,,,https://docs.npmjs.com/cli/
case-sensitive-paths-webpack-plugin,https://github.com/Urthen/case-sensitive-paths-webpack-plugin,CHANGELOG.md,,,FALSE,,,,,
grunt-contrib-watch,https://github.com/gruntjs/grunt-contrib-watch,CHANGELOG,,,FALSE,,,,,http://gruntjs.com/
globals,https://github.com/sindresorhus/globals,,,,TRUE,,,,,
coffee-script,https://github.com/jashkenas/coffeescript,documentation/sections/changelog/*.md,,,FALSE,,TRUE,,,https://coffeescript.org/
handlebars,https://github.com/handlebars-lang/handlebars.js,release-notes.md,,,FALSE,,TRUE,,,http://handlebarsjs.com
karma-jasmine-html-reporter,https://github.com/dfederm/karma-jasmine-html-reporter,,,,FALSE,,,no,,
raw-loader,https://github.com/webpack-contrib/raw-loader,CHANGELOG.md,,,TRUE,,TRUE,,,
grunt-contrib-clean,https://github.com/gruntjs/grunt-contrib-clean,CHANGELOG,,,FALSE,,,,,http://gruntjs.com/
ejs,https://github.com/mde/ejs,,,,TRUE,,TRUE,,,
cross-spawn,https://github.com/moxystudio/node-cross-spawn,CHANGELOG.md,,,FALSE,,,,,
jsdoc,https://github.com/jsdoc/jsdoc,CHANGES.md,,,FALSE,,,,,https://jsdoc.app/
@rollup/plugin-replace,https://github.com/rollup/plugins,packages/replace/CHANGELOG.md,,,FALSE,,TRUE,,,
webpack-node-externals,https://github.com/liady/webpack-node-externals,CHANGELOG.md,,,TRUE,,,,,
open,https://github.com/sindresorhus/open,,,,TRUE,,,,,
jasmine,https://github.com/jasmine/jasmine-npm,,,,FALSE,release_notes/*,,,,
postcss-import,https://github.com/postcss/postcss-import,CHANGELOG.md,,,TRUE,,,,,
gulp-concat,https://github.com/contra/gulp-concat,,,,FALSE,,,no,,
nock,https://github.com/nock/nock,CHANGELOG.md,migration_guides,,TRUE,,TRUE,,,
gulp-sass,https://github.com/dlmanning/gulp-sass,CHANGELOG.md,,,TRUE,,,,,
@semantic-release/git,https://github.com/semantic-release/git,,,,TRUE,,,,,
vue-style-loader,https://github.com/vuejs/vue-style-loader,CHANGELOG.md,,,FALSE,,,,,
karma-phantomjs-launcher,https://github.com/karma-runner/karma-phantomjs-launcher,CHANGELOG.md,,,FALSE,,,,,
marked,https://github.com/markedjs/marked,,,,TRUE,,TRUE,,,https://marked.js.org
cssnano,https://github.com/cssnano/cssnano,example-cli-usage/CHANGELOG.md,,,TRUE,,,,,https://cssnano.github.io/cssnano/
deepmerge,https://github.com/TehShrike/deepmerge,changelog.md,,,FALSE,,,,,
eslint-plugin-n,https://github.com/eslint-community/eslint-plugin-n,CHANGELOG.md,,,TRUE,,TRUE,,,
protractor,https://github.com/angular/protractor,CHANGELOG.md,,,FALSE,,TRUE,,,http://www.protractortest.org
pre-commit,https://github.com/observing/pre-commit,CHANGELOG.md,,,FALSE,,,,,
lodash-es,https://github.com/lodash/lodash,,,,TRUE,,,,https://github.com/lodash/lodash/wiki/Changelog,https://lodash.com/
globby,https://github.com/sindresorhus/globby,,,,TRUE,,,,,
karma-coverage-istanbul-reporter,https://github.com/mattlewis92/karma-coverage-istanbul-reporter,CHANGELOG.md,,,FALSE,,,,,
element-ui,https://github.com/ElemeFE/element,CHANGELOG.en-US.md,,,TRUE,,TRUE,,,https://element.eleme.io/
babel-plugin-istanbul,https://github.com/istanbuljs/babel-plugin-istanbul,CHANGELOG.md,,,TRUE,,,,,
eslint-config-react-app,https://github.com/facebook/create-react-app,CHANGELOG-0.x.md,,,TRUE,,TRUE,,,https://create-react-app.dev
identity-obj-proxy,https://github.com/keyanzhang/identity-obj-proxy,,,,FALSE,,,no,,
html-loader,https://github.com/webpack-contrib/html-loader,CHANGELOG.md,,,TRUE,,TRUE,,,
crypto-js,https://github.com/brix/crypto-js,,,,FALSE,,,no,,
object-assign,https://github.com/sindresorhus/object-assign,,,,FALSE,,,no,,
grunt-contrib-uglify,https://github.com/gruntjs/grunt-contrib-uglify,CHANGELOG,,README.md,FALSE,,,,,http://gruntjs.com/
eslint-plugin-babel,https://github.com/babel/eslint-plugin-babel,,,,TRUE,,,,,https://github.com/babel/babel-eslint
eslint-config-standard-react,https://github.com/standard/eslint-config-standard-react,,,,FALSE,,,,,https://standardjs.com
eslint-plugin-jsdoc,https://github.com/gajus/eslint-plugin-jsdoc,,,,TRUE,,,,,
copyfiles,https://github.com/calvinmetcalf/copyfiles,,,,FALSE,,,no,,
eslint-plugin-html,https://github.com/BenoitZugmeyer/eslint-plugin-html,CHANGELOG.md,MIGRATION_TO_V3.md,,FALSE,,,,,
gulp-mocha,https://github.com/sindresorhus/gulp-mocha,,,,TRUE,,,,,
@semantic-release/changelog,https://github.com/semantic-release/changelog,,,,TRUE,,,,,
q,https://github.com/kriskowal/q,CHANGES.md,,,FALSE,,,,,
babel-preset-react-app,https://github.com/facebook/create-react-app,CHANGELOG*.md,,,TRUE,,TRUE,,,https://create-react-app.dev
acorn,https://github.com/acornjs/acorn,acorn/CHANGELOG.md,,,FALSE,,,,,
react-is,https://github.com/facebook/react,CHANGELOG.md,,,TRUE,,TRUE,,,https://react.dev
babelify,https://github.com/babel/babelify,,,,TRUE,,,,,
webpack-dev-middleware,https://github.com/webpack/webpack-dev-middleware,CHANGELOG.md,,,TRUE,,TRUE,,,
nanoid,https://github.com/ai/nanoid,CHANGELOG.md,,,TRUE,,,,,https://zelark.github.io/nano-id-cc/
pg,https://github.com/brianc/node-postgres,CHANGELOG.md,,,FALSE,,,,,https://node-postgres.com
svelte,https://github.com/sveltejs/svelte,packages/svelte/CHANGELOG.md,,,TRUE,,TRUE,,,https://svelte.dev
resolve,https://github.com/browserify/resolve,,,,FALSE,,TRUE,,,
es6-promise,https://github.com/stefanpenner/es6-promise,CHANGELOG.md,,,FALSE,,,,,
terser,https://github.com/terser/terser,CHANGELOG.md,,,FALSE,,TRUE,,,https://terser.org
karma-firefox-launcher,https://github.com/karma-runner/karma-firefox-launcher,CHANGELOG.md,,,TRUE,,,,,
form-data,https://github.com/form-data/form-data,,,,FALSE,,,no,,https://www.npmjs.com/form-data
highlight.js,https://github.com/highlightjs/highlight.js,*CHANGES.md,*UPGRADE.md,,TRUE,,TRUE,,,https://highlightjs.org/
buffer,https://github.com/feross/buffer,,,,FALSE,,, it is unlikely that there will ever be breaking changes,,
babel-plugin-module-resolver,https://github.com/tleunen/babel-plugin-module-resolver,CHANGELOG.md,,,FALSE,,TRUE,,,
size-limit,https://github.com/ai/size-limit,CHANGELOG.md,,,FALSE,,,,,
strip-ansi,https://github.com/chalk/strip-ansi,,,,TRUE,,,,,
np,https://github.com/sindresorhus/np,,,,TRUE,,,,,
stylelint-config-standard,https://github.com/stylelint/stylelint-config-standard,CHANGELOG.md,,,TRUE,,,,,
koa,https://github.com/koajs/koa,,docs/migration.md,,TRUE,History.md,TRUE,,,https://koajs.com
rollup-plugin-replace,https://github.com/rollup/rollup-plugin-replace,CHANGELOG.md,,,FALSE,,,,,
tap,https://github.com/tapjs/tapjs,src/docs/content/changelog.md,,,TRUE,,TRUE,,,https://node-tap.org/
react-addons-test-utils,https://github.com/facebook/react,CHANGELOG.md,,,TRUE,,TRUE,,,https://react.dev
babel-plugin-import,https://github.com/ant-design/babel-plugin-import,,,,TRUE,,,,,
co,https://github.com/tj/co,,,,FALSE,History.md,,,,
friendly-errors-webpack-plugin,https://github.com/geowarin/friendly-errors-webpack-plugin,,,,FALSE,,,only one,,
eslint-plugin-unicorn,https://github.com/sindresorhus/eslint-plugin-unicorn,,,,TRUE,,,,,
source-map-loader,https://github.com/webpack-contrib/source-map-loader,CHANGELOG.md,,,TRUE,,TRUE,,,
minimatch,https://github.com/isaacs/minimatch,changelog.md,,,FALSE,,TRUE,,,
postcss-preset-env,https://github.com/csstools/postcss-plugins,,,,FALSE,,TRUE,,,https://preset-env.cssdb.org/
@release-it/conventional-changelog,https://github.com/release-it/conventional-changelog,,,,FALSE,,,no,,
webpack-hot-middleware,https://github.com/webpack-contrib/webpack-hot-middleware,CHANGELOG.md,,,FALSE,,,,,
http-server,https://github.com/http-party/http-server,,,,TRUE,,TRUE,,,
gulp-eslint,https://github.com/adametry/gulp-eslint,CHANGELOG.md,,,FALSE,,,,,
rollup-plugin-json,https://github.com/rollup/rollup-plugin-json,CHANGELOG.md,,,FALSE,,,,,
clsx,https://github.com/lukeed/clsx,,,,TRUE,,,,,
browser-sync,https://github.com/BrowserSync/browser-sync,,,,TRUE,,,,,https://discord.gg/2d2xUThp
c8,https://github.com/bcoe/c8,CHANGELOG.md,,,TRUE,,,,,
electron-lite,https://github.com/kaizhu256/node-electron-lite,,,,FALSE,,,only one,,
utility2,https://github.com/kaizhu256/node-utility2,,,,FALSE,,,only one,,
superagent,https://github.com/ladjs/superagent,,,,TRUE,HISTORY.md,TRUE,,,https://ladjs.github.io/superagent/
grunt-cli,https://github.com/gruntjs/grunt-cli,CHANGELOG.md,,,FALSE,,,,,http://gruntjs.com/
babel-plugin-transform-decorators-legacy,https://github.com/loganfsmyth/babel-plugin-transform-decorators-legacy,CHANGELOG.md,,,FALSE,,,,,
@size-limit/preset-small-lib,https://github.com/ai/size-limit,CHANGELOG.md,,,FALSE,,,,,
react-hot-loader,https://github.com/gaearon/react-hot-loader,CHANGELOG.md,,,TRUE,,,,,http://gaearon.github.io/react-hot-loader/
fast-glob,https://github.com/mrmlnc/fast-glob,,,,TRUE,,TRUE,,,
gulp-autoprefixer,https://github.com/sindresorhus/gulp-autoprefixer,,,,TRUE,,,,,
joi,https://github.com/hapijs/joi,,,,FALSE,,TRUE,,,
esm,https://github.com/standard-things/esm,,,,TRUE,,,,,
run-sequence,https://github.com/OverZealous/run-sequence,CHANGELOG.md,,,FALSE,,,,,
gulp-typescript,https://github.com/ivogabe/gulp-typescript,,,,TRUE,,,,,
whatwg-fetch,https://github.com/github/fetch,CHANGELOG.md,,,TRUE,,,,,
@vue/eslint-config-prettier,https://github.com/vuejs/eslint-config-prettier,CHANGELOG.md,,,TRUE,,,,,
prompts,https://github.com/terkelg/prompts,,,,FALSE,,,no,,
tap-spec,https://github.com/scottcorgan/tap-spec,,,,FALSE,,,no,,
assert,https://github.com/browserify/commonjs-assert,CHANGELOG.md,,,FALSE,,,,,
bignumber.js,https://github.com/MikeMcl/bignumber.js,CHANGELOG.md,,,FALSE,,,,,http://mikemcl.github.io/bignumber.js
eslint-config-airbnb-typescript,https://github.com/iamturns/eslint-config-airbnb-typescript,,,,TRUE,,TRUE,,,
gulp-plumber,https://github.com/floatdrop/gulp-plumber,,,,FALSE,,,no,,
eslint-plugin-simple-import-sort,https://github.com/lydell/eslint-plugin-simple-import-sort,CHANGELOG.md,,,FALSE,,,,,
eslint-friendly-formatter,https://github.com/royriojas/eslint-friendly-formatter,changelog.md,,,FALSE,,,,,
camelcase,https://github.com/sindresorhus/camelcase,,,,TRUE,,,,,
babel-plugin-transform-vue-jsx,https://github.com/vuejs/babel-plugin-transform-vue-jsx,,,,FALSE,,,only one,,
request-promise,https://github.com/request/request-promise,,,README.md,FALSE,,TRUE,,,
postcss-flexbugs-fixes,https://github.com/luisrudge/postcss-flexbugs-fixes,CHANGELOG.md,,,FALSE,,TRUE,,,
react-dev-utils,https://github.com/facebook/create-react-app,CHANGELOG*.md,,,TRUE,,TRUE,,,https://create-react-app.dev
portfinder,https://github.com/http-party/node-portfinder,,,,FALSE,,,no,,https://github.com/http-party/node-portfinder
karma-mocha-reporter,https://github.com/litixsoft/karma-mocha-reporter,CHANGELOG.md,,,FALSE,,,,,
proxyquire,https://github.com/thlorenz/proxyquire,,,,FALSE,,,no,,
mysql,https://github.com/mysqljs/mysql,Changes.md,,,FALSE,,,,,
@react-native-community/eslint-config,https://github.com/facebook/react-native,CHANGELOG*.md,,,TRUE,,TRUE,,,https://reactnative.dev
markdown-it,https://github.com/markdown-it/markdown-it,CHANGELOG.md,*migration.md,,FALSE,,,,,https://markdown-it.github.io
babel-helper-vue-jsx-merge-props,https://github.com/vuejs/babel-helper-vue-jsx-merge-props,,,,FALSE,,,only one,,
jshint-stylish,https://github.com/sindresorhus/jshint-stylish,,,,FALSE,,,no,,
'nan',https://github.com/nodejs/nan,CHANGELOG.md,,,FALSE,,,,,
nodemailer,https://github.com/nodemailer/nodemailer,CHANGELOG.md,,,TRUE,,,,,http://nodemailer.com/
@rollup/plugin-alias,https://github.com/rollup/plugins,packages/alias/CHANGELOG.md,,,FALSE,,TRUE,,,
karma-cli,https://github.com/karma-runner/karma-cli,CHANGELOG.md,,,FALSE,,,,,
loader-utils,https://github.com/webpack/loader-utils,CHANGELOG.md,,,TRUE,,,,,
isomorphic-fetch,https://github.com/matthew-andrews/isomorphic-fetch,,,,FALSE,,,no,,
grunt-contrib-copy,https://github.com/gruntjs/grunt-contrib-copy,CHANGELOG,,README.md,FALSE,,,,,http://gruntjs.com/
rollup-plugin-copy,https://github.com/vladshcherbin/rollup-plugin-copy,,,,TRUE,,,,,
node-notifier,https://github.com/mikaelbr/node-notifier,CHANGELOG.md,,,FALSE,,TRUE,,,
webpack-manifest-plugin,https://github.com/shellscape/webpack-manifest-plugin,,,,TRUE,,TRUE,,,
promise,https://github.com/then/promise,,,,TRUE,,,,,https://www.promisejs.org
fast-sass-loader,https://github.com/yibn2008/fast-sass-loader,,,,FALSE,HISTORY.md,,,,
js-cookie,https://github.com/js-cookie/js-cookie,,,,TRUE,,,,,
gulp-jshint,https://github.com/spalger/gulp-jshint,CHANGELOG.md,,,FALSE,,,,,
aws-sdk,https://github.com/aws/aws-sdk-js,CHANGELOG.md,UPGRADING.md,,TRUE,,TRUE,,,https://aws.amazon.com/developer/language/javascript/
jest-junit,https://github.com/jest-community/jest-junit,,,,TRUE,,,,,
diff,https://github.com/kpdecker/jsdiff,,,,FALSE,release-notes.md,TRUE,,,
opn,https://github.com/sindresorhus/open,,,,TRUE,,,,,
load-grunt-tasks,https://github.com/sindresorhus/load-grunt-tasks,,,,TRUE,,,,,
cookie-session,https://github.com/expressjs/cookie-session,,,,TRUE,HISTORY.md,,,,
prompt,https://github.com/flatiron/prompt,CHANGELOG.md,,,FALSE,,TRUE,,,http://github.com/flatiron/prompt
inherits,https://github.com/isaacs/inherits,,,README.md,FALSE,,,,,
grunt-contrib-concat,https://github.com/gruntjs/grunt-contrib-concat,CHANGELOG,,,FALSE,,,,,http://gruntjs.com/
vinyl-source-stream,https://github.com/hughsk/vinyl-source-stream,,,,FALSE,,,no,,
events,https://github.com/Gozala/events,,,,FALSE,History.md,,,,
prismjs,https://github.com/PrismJS/prism,,,,,,,only one,,https://prismjs.com
meow,https://github.com/sindresorhus/meow,,,,TRUE,,,,,
i18next,https://github.com/i18next/i18next,CHANGELOG.md,,,TRUE,,TRUE,,,https://www.i18next.com
grunt-contrib-nodeunit,https://github.com/gruntjs/grunt-contrib-nodeunit,CHANGELOG,,,TRUE,,,,,http://gruntjs.com/
@fortawesome/fontawesome-svg-core,https://github.com/FortAwesome/Font-Awesome,,,,FALSE,,TRUE,,https://fontawesome.com/changelog;https://docs.fontawesome.com/web/setup/upgrade/whats-changed,https://fontawesome.com
lodash.merge,https://github.com/lodash/lodash,,,,TRUE,,,,https://github.com/lodash/lodash/wiki/Changelog,https://lodash.com/
postcss-url,https://github.com/postcss/postcss-url,CHANGELOG.md,,,TRUE,,,,,
mocha-lcov-reporter,https://github.com/StevenLooman/mocha-lcov-reporter,CHANGELOG.md,,,FALSE,,,,,
postcss-cli,https://github.com/postcss/postcss-cli,CHANGELOG.md,,,TRUE,,,,,
watchify,https://github.com/browserify/watchify,CHANGELOG.md,,,FALSE,,,,,
@semantic-release/npm,https://github.com/semantic-release/npm,,,,TRUE,,,,,
gulp-replace,https://github.com/lazd/gulp-replace,,,,FALSE,,,,,
@fortawesome/free-solid-svg-icons,https://github.com/FortAwesome/Font-Awesome,,,,FALSE,,TRUE,,https://fontawesome.com/changelog;https://docs.fontawesome.com/web/setup/upgrade/whats-changed,https://fontawesome.com
ncp,https://github.com/AvianFlu/ncp,,,,FALSE,,,no,,
react-transition-group,https://github.com/reactjs/react-transition-group,CHANGELOG.md,Migration.md,,TRUE,,,,,https://reactcommunity.org/react-transition-group/
ember-cli,https://github.com/ember-cli/ember-cli,CHANGELOG.md,,,TRUE,,TRUE,,,https://cli.emberjs.com
big.js,https://github.com/MikeMcl/big.js,CHANGELOG.md,,,FALSE,,,,,http://mikemcl.github.io/big.js
yosay,https://github.com/yeoman/yosay,,,,TRUE,,,,,
karma-sinon-chai,https://github.com/kmees/karma-sinon-chai,,,README.md,FALSE,,,,,
bcrypt,https://github.com/kelektiv/node.bcrypt.js,CHANGELOG.md,,README.md,FALSE,,,,,
string-width,https://github.com/sindresorhus/string-width,,,,TRUE,,,,,
history,https://github.com/remix-run/history,,,,TRUE,,,,,
pug,https://github.com/pugjs/pug,,,,TRUE,packages/pug/History.md,TRUE,,,https://pugjs.org
md5,https://github.com/pvorb/node-md5,,,README.md,FALSE,,,,,https://www.npmjs.com/package/md5
parcel,https://github.com/parcel-bundler/parcel,,,,FALSE,,,no,,https://parceljs.org
gulp-less,https://github.com/gulp-community/gulp-less,,,,TRUE,,,,,
ember-cli-inject-live-reload,https://github.com/rwjblue/ember-cli-inject-live-reload,CHANGELOG.md,,,FALSE,,,,,
sqlite3,https://github.com/TryGhost/node-sqlite3,,,,FALSE,,TRUE,,,
broccoli-asset-rev,https://github.com/rickharrison/broccoli-asset-rev,,,,FALSE,,,no,,
arg,https://github.com/vercel/arg,,,,TRUE,,,no,,https://npmjs.com/arg
d3,https://github.com/d3/d3,CHANGES.md,,,TRUE,,,,,https://d3js.org
ember-cli-babel,https://github.com/babel/ember-cli-babel,CHANGELOG.md,UPGRADING.md,,TRUE,RELEASE.md,TRUE,,,
font-awesome,https://github.com/FortAwesome/Font-Awesome,,,,FALSE,,TRUE,,https://fontawesome.com/changelog;https://docs.fontawesome.com/web/setup/upgrade/whats-changed,https://fontawesome.com
ember-cli-dependency-checker,https://github.com/adopted-ember-addons/ember-cli-dependency-checker,,,,FALSE,,TRUE,,,
normalize.css,https://github.com/necolas/normalize.css,CHANGELOG.md,,,FALSE,,,,,http://necolas.github.io/normalize.css/
eslint-plugin-eslint-comments,https://github.com/mysticatea/eslint-plugin-eslint-comments,,,,TRUE,,,,,https://mysticatea.github.io/eslint-plugin-eslint-comments/
readable-stream,https://github.com/nodejs/readable-stream,,,README.md,TRUE,,,,,https://nodejs.org/api/stream.html
enzyme-to-json,https://github.com/adriantoine/enzyme-to-json,,,,TRUE,,,,,
wrap-ansi,https://github.com/chalk/wrap-ansi,,,,TRUE,,,,,
@vue/cli-plugin-router,https://github.com/vuejs/vue-cli,CHANGELOG.md,docs/migrations/migrate*.md,,TRUE,,TRUE,,,https://cli.vuejs.org/
electron,https://github.com/electron/electron,docs/breaking-changes.md,,,TRUE,,TRUE,,,https://electronjs.org
@vue/cli-plugin-typescript,https://github.com/vuejs/vue-cli,CHANGELOG.md,docs/migrations/migrate*.md,,TRUE,,TRUE,,,https://cli.vuejs.org/
ember-cli-htmlbars,https://github.com/ember-cli/ember-cli-htmlbars,CHANGELOG.md,,,TRUE,,TRUE,,,
validator,https://github.com/validatorjs/validator.js,CHANGELOG.md,,,TRUE,,,,,
dotenv-expand,https://github.com/motdotla/dotenv-expand,CHANGELOG.md,,,FALSE,,,,,https://dotenvx.com
ember-export-application-global,https://github.com/ember-cli/ember-export-application-global,,,,FALSE,,TRUE,,,
mysql2,https://github.com/sidorares/node-mysql2,Changelog.md,,,TRUE,,TRUE,,,https://sidorares.github.io/node-mysql2/
@vue/eslint-config-standard,https://github.com/vuejs/eslint-config-standard,packages/eslint-config-standard/CHANGELOG.md,,,TRUE,,,,,
cross-fetch,https://github.com/lquixada/cross-fetch,,,,TRUE,,,,,
three,https://github.com/mrdoob/three.js,,,,TRUE,,TRUE,,,https://threejs.org/
connect-history-api-fallback,https://github.com/bripkens/connect-history-api-fallback,CHANGELOG.md,,,FALSE,,,,,
eventemitter3,https://github.com/primus/eventemitter3,,,,TRUE,,TRUE,,,
gulp-if,https://github.com/robrich/gulp-if,,,,FALSE,,,no,,
gulp-load-plugins,https://github.com/jackfranklin/gulp-load-plugins,,,README.md,TRUE,,,,,https://github.com/jackfranklin/gulp-load-plugins
gulp-clean-css,https://github.com/scniro/gulp-clean-css,,,,TRUE,,,no,,
json5,https://github.com/json5/json5,CHANGELOG.md,,,TRUE,,,,,http://json5.org/
rollup-plugin-url,https://github.com/Swatinem/rollup-plugin-url,CHANGELOG.md,,,FALSE,,,,,
serve-static,https://github.com/expressjs/serve-static,,,,TRUE,HISTORY.md,,,,
extend,https://github.com/justmoon/node-extend,CHANGELOG.md,,,FALSE,,,,,
benchmark,https://github.com/bestiejs/benchmark.js,,,,FALSE,,,no,,https://benchmarkjs.com/
log-symbols,https://github.com/sindresorhus/log-symbols,,,,TRUE,,,,,
tslint-config-standard,https://github.com/blakeembrey/tslint-config-standard,,,,TRUE,,,,,
css-minimizer-webpack-plugin,https://github.com/webpack-contrib/css-minimizer-webpack-plugin,CHANGELOG.md,,,TRUE,,,,,
js-tokens,https://github.com/lydell/js-tokens,CHANGELOG.md,,,FALSE,,,,,
escape-string-regexp,https://github.com/sindresorhus/escape-string-regexp,,,,TRUE,,,,,
ksni-technical-test,https://github.com/Yunnie-pin/Technical-Test-KSNI,,,,FALSE,,,only one,,https://technical-test-ksni.vercel.app
graceful-fs,https://github.com/isaacs/node-graceful-fs,,,README.md,FALSE,,,,,
stylus-loader,https://github.com/webpack-contrib/stylus-loader,CHANGELOG.md,,,TRUE,,,,,
ember-cli-uglify,https://github.com/ember-cli/ember-cli-uglify,CHANGELOG.md,,,TRUE,,TRUE,,,
crypto,https://github.com/npm/deprecate-holder,,,,FALSE,,,empty,,
raf,https://github.com/chrisdickinson/raf,,,,FALSE,,,no,,
gulp-istanbul,https://github.com/SBoudrias/gulp-istanbul,,,,TRUE,,,,,
connect,https://github.com/senchalabs/connect,,,,FALSE,History.md,,,,
@sveltejs/kit,https://github.com/sveltejs/kit,packages/kit/CHANGELOG.md,,,TRUE,,TRUE,,,https://svelte.dev/docs/kit
lodash.debounce,https://github.com/lodash/lodash,,,,TRUE,,,,https://github.com/lodash/lodash/wiki/Changelog,https://lodash.com/
jsdoc-to-markdown,https://github.com/jsdoc2md/jsdoc-to-markdown,,,,TRUE,,,,,
node-addon-api,https://github.com/nodejs/node-addon-api,CHANGELOG.md,,,TRUE,,TRUE,,,
which,https://github.com/npm/node-which,CHANGELOG.md,,,TRUE,,TRUE,,,
@testing-library/dom,https://github.com/testing-library/dom-testing-library,,,,TRUE,,TRUE,,,https://testing-library.com/dom
boxen,https://github.com/sindresorhus/boxen,,,,TRUE,,,,,
picocolors,https://github.com/alexeyraspopov/picocolors,CHANGELOG.md,,,TRUE,,,,,
